Sort,YEAR,PROJECT_CODE,SURVEY_AREA,BED,STATION_ID,STATION_TYPE,DATE_SET,VESSEL_NAME,SPECIES_CODE,SEX_CODE,CONDITION_CODE,SCAL_SIZE_CLASS,SHELL_HEIGHT_MM,SCALLOP_MATURITY_CODE,SCAL_GONAD_COND,AGE_STRUCTURE_COLLECTED,AGE_STRUCTURE_TYPE_CODE,WEIGHT_KG,MEAT_WEIGHT_GRAMS,EPIBIONT_WEIGHT_GRAMS,MUD_BLISTER_CODE,OTHER_WORM_CODE,MEAT_CONDITION,D1,D2,D3,SAMPLER,FIRST_ANNULUS_FIELD,FIELD_AGE,FIELD_AGER,AGE_ESTIMATED,Event_ID,Scallop_Number,Age 1,Age 1 First Ann,Age 1 Readability,Age 1 Cmts,Ager 1,Age 1 Date,Age 2,Age 2 First Ann,Age 2 Readability,Age 2 Cmts,Ager 2,Age 2 Date,QC_Comments,Need_Resolving,Resolved_Age,Resolved_Age_QC,Date_Resolved,Released_Age
79,2016,D02,Kayak Scallop Dredge,West,K 35,Standard,4/17/2016 0:00,Solstice,850,1,1,1,135,,3,1,TopShell,0.21,18,16,0,Q,G,A,,,MDS,23,11,MDS,,2016D02007,4,12,21,3,on left ear,Andy Pollak,12/15/2017 0:00,13,22,3,12?,Joe Loboy,12/8/2017 0:00,,,,,,12
80,2016,D02,Kayak Scallop Dredge,West,K 35,Standard,4/17/2016 0:00,Solstice,850,2,1,1,139,,3,1,TopShell,0.22,21,35,0,Q,G,A,,,MDS,29,10,MDS,,2016D02007,5,10,27,3,11,Andy Pollak,12/15/2017 0:00,13,28,3,,Joe Loboy,12/8/2017 0:00,,,,,,10
81,2016,D02,Kayak Scallop Dredge,West,K 35,Standard,4/17/2016 0:00,Solstice,850,1,1,1,139,,3,1,TopShell,0.25,17,18,0,0,G,A,,,MDS,30,11,MDS,,2016D02007,6,10,16,3,11,Andy Pollak,12/15/2017 0:00,12,17,2,,Joe Loboy,12/8/2017 0:00,,,,,,10
82,2016,D02,Kayak Scallop Dredge,West,K 35,Standard,4/17/2016 0:00,Solstice,850,2,1,1,,,4,1,TopShell,0.17,16,12,0,0,G,D,,,MDS,36,9,MDS,,2016D02007,7,10,21,5,ANR,Andy Pollak,12/15/2017 0:00,11,20,4,Broken,Joe Loboy,12/8/2017 0:00,,,,,,10
83,2016,D02,Kayak Scallop Dredge,West,K 35,Standard,4/17/2016 0:00,Solstice,850,1,1,1,137,,3,1,TopShell,0.27,20,38,0,Q,G,A,,,MDS,34,10,MDS,,2016D02007,8,12,15,3,13,Andy Pollak,12/15/2017 0:00,13,32,3,,Joe Loboy,12/8/2017 0:00,,,,,,12
84,2016,D02,Kayak Scallop Dredge,West,K 35,Standard,4/17/2016 0:00,Solstice,850,2,1,1,143,,3,1,TopShell,0.22,20,27,0,Q,G,A,,,MDS,25,11,MDS,,2016D02007,9,11,23,3,,Andy Pollak,12/15/2017 0:00,13,23,2,,Joe Loboy,12/8/2017 0:00,,,,,,11
85,2016,D02,Kayak Scallop Dredge,West,K 35,Standard,4/17/2016 0:00,Solstice,850,2,1,1,113,,3,1,TopShell,0.12,11,11,0,0,G,A,,,MDS,24,9,MDS,,2016D02007,10,8,22,3,7,Andy Pollak,12/15/2017 0:00,10,23,3,,Joe Loboy,12/8/2017 0:00,,,,,,8
86,2016,D02,Kayak Scallop Dredge,West,K 35,Standard,4/17/2016 0:00,Solstice,850,9,1,2,42,,0,1,TopShell,,,,0,0,G,A,,,MDS,25,1,MDS,,2016D02007,11,1,,4,not measurable,Andy Pollak,12/15/2017 0:00,1,38,3,,Joe Loboy,12/8/2017 0:00,,,,,,1
87,2016,D02,Kayak Scallop Dredge,West,K 35,Standard,4/17/2016 0:00,Solstice,850,9,1,2,38,,0,1,TopShell,,,,0,0,G,A,,,MDS,35,1,MDS,,2016D02007,12,1,39,9,,Andy Pollak,12/15/2017 0:00,1,34,2,,Joe Loboy,12/8/2017 0:00,,,,,,1
88,2016,D02,Kayak Scallop Dredge,West,K 35,Standard,4/17/2016 0:00,Solstice,850,9,1,2,41,,0,1,TopShell,,,,0,0,G,A,,,MDS,20,1,MDS,,2016D02007,13,1,33,3,,Andy Pollak,12/15/2017 0:00,1,38,2,,Joe Loboy,12/8/2017 0:00,,,,,,1
89,2016,D02,Kayak Scallop Dredge,West,K 35,Standard,4/17/2016 0:00,Solstice,,,,,,,,,,,,,,,,,,,,,,,,2016D02007,14,1,36,9,in sample but not spreadsheet.. Added it,Andy Pollak,12/15/2017 0:00,,,,Not aged.,Joe Loboy,12/8/2017 0:00,Need to resolve,1,,,,
90,2016,D02,Kayak Scallop Dredge,West,L 34,Standard,4/17/2016 0:00,Solstice,850,2,1,1,120,,3,1,TopShell,0.18,15,18,0,0,G,A,,,MDS,36,5,MDS,,2016D02008,1,7,16,2,,Andy Pollak,12/15/2017 0:00,7,17,2,,Joe Loboy,12/8/2017 0:00,,,,,,7
91,2016,D02,Kayak Scallop Dredge,West,L 34,Standard,4/17/2016 0:00,Solstice,850,1,1,1,122,,3,1,TopShell,0.19,30,11,0,0,G,A,,,MDS,33,5,MDS,,2016D02008,2,6,17,2,7,Andy Pollak,12/15/2017 0:00,7,18,2,,Joe Loboy,12/8/2017 0:00,,,,,,6
92,2016,D02,Kayak Scallop Dredge,West,L 34,Standard,4/17/2016 0:00,Solstice,850,1,1,1,128,,3,1,TopShell,0.15,13,20,0,0,G,A,,,MDS,21,6,MDS,,2016D02008,3,7,21,2,6,Andy Pollak,12/15/2017 0:00,7,21,2,,Joe Loboy,12/8/2017 0:00,,,,,,7
93,2016,D02,Kayak Scallop Dredge,West,L 34,Standard,4/17/2016 0:00,Solstice,850,2,1,1,122,,3,1,TopShell,0.18,13,20,0,0,G,A,,,MDS,36,6,MDS,,2016D02008,4,7,20,2,8,Andy Pollak,12/15/2017 0:00,7,20,3,8?,Joe Loboy,12/8/2017 0:00,,,,,,7
94,2016,D02,Kayak Scallop Dredge,West,L 34,Standard,4/17/2016 0:00,Solstice,850,2,1,1,113,,3,1,TopShell,0.11,11,,0,0,G,A,,,MDS,26,4,MDS,,2016D02008,5,5,20,2,4,Andy Pollak,12/15/2017 0:00,5,20,2,,Joe Loboy,12/8/2017 0:00,,,,,,5
95,2016,D02,Kayak Scallop Dredge,West,L 34,Standard,4/17/2016 0:00,Solstice,850,1,1,1,127,,3,1,TopShell,0.17,13,24,0,0,G,A,,,MDS,28,6,MDS,,2016D02008,6,6,22,2,,Andy Pollak,12/15/2017 0:00,6,23,3,7? Or plus growth,Joe Loboy,12/8/2017 0:00,,,,,,6
96,2016,D02,Kayak Scallop Dredge,West,L 34,Standard,4/17/2016 0:00,Solstice,850,2,1,1,135,,3,1,TopShell,0.22,20,34,0,0,G,A,,,MDS,25,8,MDS,,2016D02008,7,8,25,3,,Andy Pollak,12/15/2017 0:00,9,24,3,,Joe Loboy,12/8/2017 0:00,,,,,,8
97,2016,D02,Kayak Scallop Dredge,West,L 34,Standard,4/17/2016 0:00,Solstice,850,2,1,1,130,,3,1,TopShell,0.24,20,34,0,0,G,A,,,MDS,21,8,MDS,,2016D02008,8,9,16,2,8,Andy Pollak,12/15/2017 0:00,9,17,3,,Joe Loboy,12/8/2017 0:00,,,,,,9
98,2016,D02,Kayak Scallop Dredge,West,L 34,Standard,4/17/2016 0:00,Solstice,850,2,1,1,127,,3,1,TopShell,0.17,16,22,0,0,G,A,,,MDS,22,7,MDS,,2016D02008,9,7,19,2,8,Andy Pollak,12/15/2017 0:00,8,20,3,7 with plus?,Joe Loboy,12/11/2017 0:00,,,,,,7
99,2016,D02,Kayak Scallop Dredge,West,L 34,Standard,4/17/2016 0:00,Solstice,850,2,1,1,117,,3,1,TopShell,0.13,11,14,0,0,G,A,,,MDS,32,5,MDS,,2016D02008,10,5,16,2,6,Andy Pollak,12/15/2017 0:00,6,15,3,5 with plus?,Joe Loboy,12/11/2017 0:00,,,,,,5
100,2016,D02,Kayak Scallop Dredge,West,L 34,Standard,4/17/2016 0:00,Solstice,850,1,1,2,68,,3,1,TopShell,,,,0,0,G,A,,,MDS,31,2,MDS,,2016D02008,11,3,30,2,,Andy Pollak,12/15/2017 0:00,2,32,2,,Joe Loboy,12/11/2017 0:00,,,,,,3
101,2016,D02,Kayak Scallop Dredge,West,L 34,Standard,4/17/2016 0:00,Solstice,850,1,1,2,61,,2,1,TopShell,,,,0,0,G,A,,,MDS,26,2,MDS,,2016D02008,12,2,25,2,,Andy Pollak,12/15/2017 0:00,2,27,2,,Joe Loboy,12/11/2017 0:00,,,,,,2
102,2016,D02,Kayak Scallop Dredge,West,L 34,Standard,4/17/2016 0:00,Solstice,850,9,1,2,59,,0,1,TopShell,,,,0,0,G,A,,,MDS,23,2,MDS,,2016D02008,13,2,23,2,,Andy Pollak,12/15/2017 0:00,2,23,2,,Joe Loboy,12/11/2017 0:00,,,,,,2
103,2016,D02,Kayak Scallop Dredge,West,L 34,Standard,4/17/2016 0:00,Solstice,850,9,1,2,57,,0,1,TopShell,,,,0,0,G,A,,,MDS,26,2,MDS,,2016D02008,14,2,25,2,,Andy Pollak,12/15/2017 0:00,2,27,2,,Joe Loboy,12/11/2017 0:00,,,,,,2
104,2016,D02,Kayak Scallop Dredge,West,L 34,Standard,4/17/2016 0:00,Solstice,850,9,1,2,37,,0,1,TopShell,,,,0,0,G,A,,,MDS,21,1,MDS,,2016D02008,15,1,32,2,,Andy Pollak,12/15/2017 0:00,1,32,2,,Joe Loboy,12/11/2017 0:00,,,,,,1
105,2016,D02,Kayak Scallop Dredge,West,L 34,Standard,4/17/2016 0:00,Solstice,850,9,1,2,35,,0,1,TopShell,,,,0,0,G,A,,,MDS,31,1,MDS,,2016D02008,16,1,31,2,,Andy Pollak,12/15/2017 0:00,1,31,2,,Joe Loboy,12/11/2017 0:00,,,,,,1
106,2016,D02,Kayak Scallop Dredge,West,L 34,Standard,4/17/2016 0:00,Solstice,850,9,1,2,43,,0,1,TopShell,,,,0,0,G,A,,,MDS,24,1,MDS,,2016D02008,17,2,23,2,,Andy Pollak,12/15/2017 0:00,1,38,2,,Joe Loboy,12/11/2017 0:00,,,,,,2
107,2016,D02,Kayak Scallop Dredge,West,L 34,Standard,4/17/2016 0:00,Solstice,850,9,1,2,35,,0,1,TopShell,,,,0,0,G,A,,,MDS,31,1,MDS,,2016D02008,18,1,30,2,,Andy Pollak,12/15/2017 0:00,1,30,2,,Joe Loboy,12/11/2017 0:00,,,,,,1
108,2016,D02,Kayak Scallop Dredge,West,L 34,Standard,4/17/2016 0:00,Solstice,850,9,1,2,32,,0,1,TopShell,,,,0,0,G,A,,,MDS,29,1,MDS,,2016D02008,19,1,27,2,,Andy Pollak,12/15/2017 0:00,1,28,2,,Joe Loboy,12/11/2017 0:00,,,,,,1
109,2016,D02,Kayak Scallop Dredge,West,L 34,Standard,4/17/2016 0:00,Solstice,850,9,1,2,35,,0,1,TopShell,,,,0,0,G,A,,,MDS,32,,MDS,,2016D02008,20,2,16,2,,Andy Pollak,12/15/2017 0:00,1,31,2,,Joe Loboy,12/11/2017 0:00,,,,,,2
110,2016,D02,Kayak Scallop Dredge,West,M 33,Standard,4/17/2016 0:00,Solstice,850,2,1,1,123,,3,1,TopShell,0.18,17,30,0,0,G,A,,,MDS,33,8,MDS,,2016D02009,1,8,32,2,,Andy Pollak,12/15/2017 0:00,9,32,3,,Joe Loboy,12/11/2017 0:00,,,,,,8
111,2016,D02,Kayak Scallop Dredge,West,M 33,Standard,4/17/2016 0:00,Solstice,850,1,1,1,129,,3,1,TopShell,0.16,11,,0,0,G,A,,,MDS,24,10,MDS,,2016D02009,2,9,22,2,,Andy Pollak,12/15/2017 0:00,10,22,4,,Joe Loboy,12/11/2017 0:00,,,,,,9
112,2016,D02,Kayak Scallop Dredge,West,M 33,Standard,4/17/2016 0:00,Solstice,850,1,1,1,119,,3,1,TopShell,0.18,14,21,0,0,G,A,,,MDS,29,6,MDS,,2016D02009,3,8,21,2,7,Andy Pollak,12/15/2017 0:00,8,17,3,,Joe Loboy,12/11/2017 0:00,,,,,,8
113,2016,D02,Kayak Scallop Dredge,West,M 33,Standard,4/17/2016 0:00,Solstice,850,1,1,1,101,,3,1,TopShell,0.09,6,,0,0,G,A,,,MDS,23,4,MDS,,2016D02009,4,5,21,2,,Andy Pollak,12/15/2017 0:00,5,22,2,,Joe Loboy,12/11/2017 0:00,,,,,,5
114,2016,D02,Kayak Scallop Dredge,West,M 33,Standard,4/17/2016 0:00,Solstice,850,2,1,1,123,,3,1,TopShell,0.04,10,21,0,0,G,A,,,MDS,32,5,MDS,,2016D02009,5,7,17,2,6,Andy Pollak,12/15/2017 0:00,7,20,2,,Joe Loboy,12/11/2017 0:00,,,,,,7
115,2016,D02,Kayak Scallop Dredge,West,M 33,Standard,4/17/2016 0:00,Solstice,850,2,1,1,116,,3,1,TopShell,0.12,9,,0,0,G,A,,,MDS,38,5,MDS,,2016D02009,6,7,16,2,,Andy Pollak,12/15/2017 0:00,7,16,2,,Joe Loboy,12/11/2017 0:00,,,,,,7
116,2016,D02,Kayak Scallop Dredge,West,M 33,Standard,4/17/2016 0:00,Solstice,850,1,1,1,122,,3,1,TopShell,0.16,12,24,0,0,G,A,,,MDS,32,6,MDS,,2016D02009,7,7,16,2,8,Andy Pollak,12/15/2017 0:00,7,19,3,with plus or 8?,Joe Loboy,12/11/2017 0:00,,,,,,7
117,2016,D02,Kayak Scallop Dredge,West,M 33,Standard,4/17/2016 0:00,Solstice,850,1,1,1,118,,3,1,TopShell,0.12,9,,0,0,G,A,,,MDS,35,5,MDS,,2016D02009,8,6,15,2,7,Andy Pollak,12/15/2017 0:00,7,14,3,6 with plus?,Joe Loboy,12/11/2017 0:00,,,,,,6
118,2016,D02,Kayak Scallop Dredge,West,M 33,Standard,4/17/2016 0:00,Solstice,850,1,1,1,117,,3,1,TopShell,0.13,8,,0,0,G,A,,,MDS,31,5,MDS,,2016D02009,9,6,17,2,7,Andy Pollak,12/15/2017 0:00,7,17,3,,Joe Loboy,12/11/2017 0:00,,,,,,6
119,2016,D02,Kayak Scallop Dredge,West,M 33,Standard,4/17/2016 0:00,Solstice,850,1,1,1,118,,3,1,TopShell,0.12,10,,0,0,G,A,,,MDS,28,4,MDS,,2016D02009,10,6,14,2,5,Andy Pollak,12/15/2017 0:00,6,17,3,,Joe Loboy,12/11/2017 0:00,,,,,,6
120,2016,D02,Kayak Scallop Dredge,West,M 33,Standard,4/17/2016 0:00,Solstice,850,1,1,2,99,,3,1,TopShell,,,,0,0,G,A,,,MDS,26,4,MDS,,2016D02009,11,4,19,2,,Andy Pollak,12/15/2017 0:00,4,20,2,plus growth,Joe Loboy,12/11/2017 0:00,,,,,,4
121,2016,D02,Kayak Scallop Dredge,West,M 33,Standard,4/17/2016 0:00,Solstice,850,2,1,2,100,,3,1,TopShell,,,,0,0,G,A,,,MDS,33,3,MDS,,2016D02009,12,5,13,2,4,Andy Pollak,12/15/2017 0:00,5,14,2,,Joe Loboy,12/11/2017 0:00,,,,,,5
122,2016,D02,Kayak Scallop Dredge,West,M 33,Standard,4/17/2016 0:00,Solstice,850,2,1,2,92,,3,1,TopShell,,,,0,0,G,A,,,MDS,26,4,MDS,,2016D02009,13,4,23,2,,Andy Pollak,12/15/2017 0:00,4,25,2,,Joe Loboy,12/11/2017 0:00,,,,,,4
123,2016,D02,Kayak Scallop Dredge,West,M 33,Standard,4/17/2016 0:00,Solstice,850,1,1,2,92,,3,1,TopShell,,,,0,0,G,A,,,MDS,27,4,MDS,,2016D02009,14,4,19,2,,Andy Pollak,12/15/2017 0:00,4,21,2,,Joe Loboy,12/11/2017 0:00,,,,,,4
124,2016,D02,Kayak Scallop Dredge,West,M 33,Standard,4/17/2016 0:00,Solstice,850,2,1,2,76,,3,1,TopShell,,,,0,0,G,A,,,MDS,36,2,MDS,,2016D02009,15,3,16,2,,Andy Pollak,12/15/2017 0:00,3,18,2,,Joe Loboy,12/11/2017 0:00,,,,,,3
125,2016,D02,Kayak Scallop Dredge,West,M 33,Standard,4/17/2016 0:00,Solstice,850,9,1,2,52,,0,1,TopShell,,,,0,0,G,A,,,MDS,21,2,MDS,,2016D02009,16,2,20,2,,Andy Pollak,12/15/2017 0:00,2,20,2,,Joe Loboy,12/11/2017 0:00,,,,,,2
126,2016,D02,Kayak Scallop Dredge,West,M 33,Standard,4/17/2016 0:00,Solstice,850,9,1,2,55,,0,1,TopShell,,,,0,0,G,A,,,MDS,26,2,MDS,,2016D02009,17,2,23,2,,Andy Pollak,12/15/2017 0:00,2,24,2,,Joe Loboy,12/11/2017 0:00,,,,,,2
127,2016,D02,Kayak Scallop Dredge,West,M 33,Standard,4/17/2016 0:00,Solstice,850,9,1,2,58,,0,1,TopShell,,,,0,0,G,A,,,MDS,29,2,MDS,,2016D02009,18,2,21,2,,Andy Pollak,12/15/2017 0:00,2,21,2,,Joe Loboy,12/11/2017 0:00,,,,,,2
128,2016,D02,Kayak Scallop Dredge,West,M 33,Standard,4/17/2016 0:00,Solstice,850,9,1,2,33,,0,1,TopShell,,,,0,0,G,A,,,MDS,33,1,MDS,,2016D02009,19,1,27,2,,Andy Pollak,12/15/2017 0:00,1,28,2,,Joe Loboy,12/11/2017 0:00,,,,,,1
129,2016,D02,Kayak Scallop Dredge,West,N 33,Standard,4/17/2016 0:00,Solstice,850,2,1,1,129,,3,1,TopShell,0.22,14,18,0,0,G,A,,,MDS,28,11,MDS,,2016D02010,1,12,18,2,,Andy Pollak,12/15/2017 0:00,12,18,3,13?,Joe Loboy,12/11/2017 0:00,,,,,,12
130,2016,D02,Kayak Scallop Dredge,West,N 33,Standard,4/17/2016 0:00,Solstice,850,2,1,1,110,,1,1,TopShell,0.11,9,19,Q,0,G,A,,,MDS,35,6,MDS,,2016D02010,2,7,20,2,,Andy Pollak,12/15/2017 0:00,7,20,3,,Joe Loboy,12/11/2017 0:00,,,,,,7
131,2016,D02,Kayak Scallop Dredge,West,N 33,Standard,4/17/2016 0:00,Solstice,850,1,1,1,115,,3,1,TopShell,0.14,13,,0,Q,G,A,,,MDS,27,7,MDS,,2016D02010,3,8,20,3,7,Andy Pollak,12/15/2017 0:00,8,22,3,,Joe Loboy,12/11/2017 0:00,,,,,,8
132,2016,D02,Kayak Scallop Dredge,West,N 33,Standard,4/17/2016 0:00,Solstice,850,1,1,1,119,,3,1,TopShell,0.15,15,,0,0,G,A,,,MDS,29,5,MDS,,2016D02010,4,6,14,3,5,Andy Pollak,12/15/2017 0:00,6,13,3,7?,Joe Loboy,12/11/2017 0:00,,,,,,6
133,2016,D02,Kayak Scallop Dredge,West,N 33,Standard,4/17/2016 0:00,Solstice,850,2,1,1,130,,3,1,TopShell,0.18,16,,0,0,G,A,,,MDS,34,6,MDS,,2016D02010,5,7,19,2,,Andy Pollak,12/15/2017 0:00,8,19,3,,Joe Loboy,12/11/2017 0:00,,,,,,7
134,2016,D02,Kayak Scallop Dredge,West,N 33,Standard,4/17/2016 0:00,Solstice,850,1,1,1,123,,3,1,TopShell,0.13,16,,0,0,G,A,,,MDS,34,5,MDS,,2016D02010,6,7,13,2,6,Andy Pollak,12/15/2017 0:00,7,12,3,,Joe Loboy,12/11/2017 0:00,,,,,,7
135,2016,D02,Kayak Scallop Dredge,West,N 33,Standard,4/17/2016 0:00,Solstice,850,2,1,1,120,,3,1,TopShell,0.13,14,,0,0,G,A,,,MDS,30,6,MDS,,2016D02010,7,7,13,2,6,Andy Pollak,12/15/2017 0:00,8,13,3,,Joe Loboy,12/11/2017 0:00,,,,,,7
136,2016,D02,Kayak Scallop Dredge,West,N 33,Standard,4/17/2016 0:00,Solstice,850,1,1,1,117,,3,1,TopShell,0.14,13,,0,0,G,A,,,MDS,34,5,MDS,,2016D02010,8,6,18,2,7,Andy Pollak,12/15/2017 0:00,7,18,3,,Joe Loboy,12/11/2017 0:00,,,,,,6
137,2016,D02,Kayak Scallop Dredge,West,N 33,Standard,4/17/2016 0:00,Solstice,850,2,1,1,116,,3,1,TopShell,0.14,15,,0,0,G,A,,,MDS,37,5,MDS,,2016D02010,9,6,18,2,7,Andy Pollak,12/15/2017 0:00,7,17,2,,Joe Loboy,12/11/2017 0:00,,,,,,6
138,2016,D02,Kayak Scallop Dredge,West,N 33,Standard,4/17/2016 0:00,Solstice,850,2,1,1,120,,3,1,TopShell,0.15,10,,0,0,G,A,,,MDS,32,7,MDS,,2016D02010,10,6,18,2,,Andy Pollak,12/15/2017 0:00,7,18,3,,Joe Loboy,12/11/2017 0:00,,,,,,6
139,2016,D02,Kayak Scallop Dredge,West,N 33,Standard,4/17/2016 0:00,Solstice,850,2,1,2,97,,3,1,TopShell,,,,0,0,G,A,,,MDS,18,3,MDS,,2016D02010,11,4,17,2,,Andy Pollak,12/15/2017 0:00,4,17,2,,Joe Loboy,12/11/2017 0:00,,,,,,4
140,2016,D02,Kayak Scallop Dredge,West,N 33,Standard,4/17/2016 0:00,Solstice,850,1,1,2,88,,3,1,TopShell,,,,0,0,G,A,,,MDS,31,3,MDS,,2016D02010,12,3,37,2,4,Andy Pollak,12/15/2017 0:00,4,18,3,,Joe Loboy,12/11/2017 0:00,,,,,,3
141,2016,D02,Kayak Scallop Dredge,West,N 33,Standard,4/17/2016 0:00,Solstice,850,9,1,2,52,,0,1,TopShell,,,,0,0,G,A,,,MDS,34,1,MDS,,2016D02010,13,2,19,2,,Andy Pollak,12/15/2017 0:00,2,14,2,,Joe Loboy,12/11/2017 0:00,,,,,,2
142,2016,D02,Kayak Scallop Dredge,West,N 33,Standard,4/17/2016 0:00,Solstice,850,9,1,2,28,,0,1,TopShell,,,,0,0,G,A,,,MDS,22,1,MDS,,2016D02010,14,1,22,2,,Andy Pollak,12/15/2017 0:00,1,20,2,,Joe Loboy,12/11/2017 0:00,,,,,,1
143,2016,D02,Kayak Scallop Dredge,West,N 33,Standard,4/17/2016 0:00,Solstice,850,9,1,2,40,,0,1,TopShell,,,,0,0,G,A,,,MDS,27,1,MDS,,2016D02010,15,2,15,2,,Andy Pollak,12/15/2017 0:00,2,22,2,,Joe Loboy,12/11/2017 0:00,,,,,,2
144,2016,D02,Kayak Scallop Dredge,West,N 33,Standard,4/17/2016 0:00,Solstice,850,9,1,2,57,,0,1,TopShell,,,,0,0,G,A,,,MDS,23,1,MDS,,2016D02010,16,2,22,2,,Andy Pollak,12/15/2017 0:00,2,23,2,,Joe Loboy,12/11/2017 0:00,,,,,,2
145,2016,D02,Kayak Scallop Dredge,West,N 33,Standard,4/17/2016 0:00,Solstice,850,9,1,2,27,,0,1,TopShell,,,,0,0,G,A,,,MDS,27,1,MDS,,2016D02010,17,1,21,2,,Andy Pollak,12/15/2017 0:00,1,21,2,,Joe Loboy,12/11/2017 0:00,,,,,,1
146,2016,D02,Kayak Scallop Dredge,West,N 33,Standard,4/17/2016 0:00,Solstice,850,9,1,2,31,,0,1,TopShell,,,,0,0,G,A,,,MDS,31,1,MDS,,2016D02010,18,1,25,2,,Andy Pollak,12/15/2017 0:00,1,25,2,,Joe Loboy,12/11/2017 0:00,,,,,,1
147,2016,D02,Kayak Scallop Dredge,West,N 33,Standard,4/17/2016 0:00,Solstice,850,9,1,2,31,,0,1,TopShell,,,,0,0,G,A,,,MDS,31,1,MDS,,2016D02010,19,1,26,2,,Andy Pollak,12/15/2017 0:00,1,26,2,,Joe Loboy,12/11/2017 0:00,,,,,,1
148,2016,D02,Kayak Scallop Dredge,West,N 33,Standard,4/17/2016 0:00,Solstice,850,9,1,2,33,,0,1,TopShell,,,,0,0,G,A,,,MDS,33,1,MDS,,2016D02010,20,1,27,2,,Andy Pollak,12/15/2017 0:00,1,27,2,,Joe Loboy,12/11/2017 0:00,,,,,,1
149,2016,D02,Kayak Scallop Dredge,West,O 32,Standard,4/17/2016 0:00,Solstice,850,1,1,1,139,,3,1,TopShell,0.24,16,,0,Q,G,A,,,MDS,30,18,MDS,,2016D02011,1,20,20,4,bleached out‡difficult,Andy Pollak,12/15/2017 0:00,19,20,4,17-20,Joe Loboy,12/11/2017 0:00,,,,,,20
150,2016,D02,Kayak Scallop Dredge,West,O 32,Standard,4/17/2016 0:00,Solstice,850,1,1,1,144,,1,1,TopShell,0.22,13,,0,Q,G,A,,,MDS,29,21,MDS,,2016D02011,2,24,21,4,21-24,Andy Pollak,12/15/2017 0:00,23,17,4,21-24,Joe Loboy,12/11/2017 0:00,,,,,,24
151,2016,D02,Kayak Scallop Dredge,West,O 32,Standard,4/17/2016 0:00,Solstice,850,1,1,1,132,,3,1,TopShell,0.15,14,,0,0,G,A,,,MDS,34,13,MDS,,2016D02011,3,15,25,3,on left  ,Andy Pollak,12/18/2017 0:00,16,17,4,,Joe Loboy,12/11/2017 0:00,,,,,,15
152,2016,D02,Kayak Scallop Dredge,West,O 32,Standard,4/17/2016 0:00,Solstice,850,1,1,1,139,,3,1,TopShell,0.23,16,,0,Q,G,D,,,MDS,36,,MDS,,2016D02011,4,,18,9,too faint,Andy Pollak,12/18/2017 0:00,18,18,4,,Joe Loboy,12/11/2017 0:00,,,,,,18
153,2016,D02,Kayak Scallop Dredge,West,O 32,Standard,4/17/2016 0:00,Solstice,850,1,1,1,137,,3,1,TopShell,0.16,17,,0,0,G,A,,,MDS,35,10,MDS,,2016D02011,5,12,14,3,,Andy Pollak,12/18/2017 0:00,13,13,3,14?,Joe Loboy,12/11/2017 0:00,,,,,,12
154,2016,D02,Kayak Scallop Dredge,West,O 32,Standard,4/17/2016 0:00,Solstice,850,1,1,1,149,,2,1,TopShell,0.19,16,,0,Q,G,A,,,MDS,30,17,MDS,,2016D02011,6,21,20,4,difficult edge,Andy Pollak,12/18/2017 0:00,21,19,4,19-23,Joe Loboy,12/11/2017 0:00,,,,,,21
155,2016,D02,Kayak Scallop Dredge,West,O 32,Standard,4/17/2016 0:00,Solstice,850,1,1,1,141,,3,1,TopShell,0.25,15,5,0,0,G,A,,,MDS,31,19,MDS,,2016D02011,7,,20,9,edge ok but rest too faint,Andy Pollak,12/18/2017 0:00,22,20,4,,Joe Loboy,12/11/2017 0:00,,,,,,22
156,2016,D02,Kayak Scallop Dredge,West,O 32,Standard,4/17/2016 0:00,Solstice,850,1,1,1,139,,2,1,TopShell,0.2,11,,0,0,G,A,,,MDS,,,MDS,,2016D02011,8,10,20,5,very bad shell,Andy Pollak,12/18/2017 0:00,14,20,4,,Joe Loboy,12/11/2017 0:00,,1,,,,10
157,2016,D02,Kayak Scallop Dredge,West,O 32,Standard,4/17/2016 0:00,Solstice,850,1,1,1,139,,2,1,TopShell,0.19,14,,Q,0,G,A,,,MDS,35,19,MDS,,2016D02011,9,20,16,5,bad shell,Andy Pollak,12/18/2017 0:00,21,16,4,,Joe Loboy,12/11/2017 0:00,,,,,,20
158,2016,D02,Kayak Scallop Dredge,West,O 32,Standard,4/17/2016 0:00,Solstice,850,2,1,1,144,,2,1,TopShell,0.25,16,,Q,Q,G,A,,,MDS,34,,MDS,,2016D02011,10,,29,9,too faint,Andy Pollak,12/18/2017 0:00,21,17,4,,Joe Loboy,12/11/2017 0:00,,,,,,21
159,2016,D02,Kayak Scallop Dredge,West,O 32,Standard,4/17/2016 0:00,Solstice,850,9,1,2,35,,1,1,TopShell,,,,0,0,G,A,,,MDS,26,1,MDS,,2016D02011,11,1,26,2,2,Andy Pollak,12/18/2017 0:00,1,26,3,Humpty dumpty 2?,Joe Loboy,12/11/2017 0:00,,,,,,1
160,2016,D02,Kayak Scallop Dredge,West,N 30,Repeat,4/17/2016 0:00,Solstice,850,1,1,1,127,,3,1,TopShell,0.18,17,,0,0,G,A,,,MDS,30,8,MDS,,2016D02013,1,8,39,2,7,Andy Pollak,12/18/2017 0:00,9,16,2,,Joe Loboy,12/11/2017 0:00,,,,,,8
