Sort,YEAR,PROJECT_CODE,SURVEY_AREA,BED,STATION_ID,STATION_TYPE,DATE_SET,VESSEL_NAME,SPECIES_CODE,SEX_CODE,CONDITION_CODE,SCAL_SIZE_CLASS,SHELL_HEIGHT_MM,SCALLOP_MATURITY_CODE,SCAL_GONAD_COND,AGE_STRUCTURE_COLLECTED,AGE_STRUCTURE_TYPE_CODE,WEIGHT_KG,MEAT_WEIGHT_GRAMS,EPIBIONT_WEIGHT_GRAMS,MUD_BLISTER_CODE,OTHER_WORM_CODE,MEAT_CONDITION,D1,D2,D3,SAMPLER,FIRST_ANNULUS_FIELD,FIELD_AGE,FIELD_AGER,AGE_ESTIMATED,Event_ID,Scallop_Number,Age 1,Age 1 First Ann,Age 1 Readability,Age 1 Cmts,Ager 1,Age 1 Date,Age 2,Age 2 First Ann,Age 2 Readability,Age 2 Cmts,Ager 2,Age 2 Date,QC_Comments,Need_Resolving,Resolved_Age,Resolved_Age_QC,Date_Resolved,Released_Age
698,2016,D06,Kodiak Scallop Dredge,KSH1,GX 166,Standard,7/10/2016 0:00,Provider,850,1,1,1,119,,2,1,TopShell,,9,,0,0,G,A,,,AGP,,,,,2016D06032,10,,,9,,,,6,34,2,,Andy Pollak,1/9/2018 0:00,Why is this not entered as Age 1??,,,,,6
699,2016,D06,Kodiak Scallop Dredge,KSH1,GX 166,Standard,7/10/2016 0:00,Provider,850,9,1,2,40,,0,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06032,11,,,9,,,,1,26,2,2,Andy Pollak,1/9/2018 0:00,Why is this not entered as Age 1??,,,,,1
700,2016,D06,Kodiak Scallop Dredge,KSH1,GX 166,Standard,7/10/2016 0:00,Provider,850,9,1,2,42,,0,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06032,12,,,9,,,,1,27,2,2,Andy Pollak,1/9/2018 0:00,Why is this not entered as Age 1??,,,,,1
701,2016,D06,Kodiak Scallop Dredge,KSH1,GY 165,Standard,7/10/2016 0:00,Provider,850,2,1,1,144,,2,1,TopShell,0.17,20,,0,0,G,A,,,AGP,,,,,2016D06033,1,,,9,,,,15,28,2,,Andy Pollak,1/9/2018 0:00,Why is this not entered as Age 1??,,,,,15
702,2016,D06,Kodiak Scallop Dredge,KSH1,GY 165,Standard,7/10/2016 0:00,Provider,850,1,1,1,116,,2,1,TopShell,0.09,11,,0,0,G,A,,,AGP,,,,,2016D06033,2,,,9,,,,6,34,2,7,Andy Pollak,1/9/2018 0:00,Why is this not entered as Age 1??,,,,,6
703,2016,D06,Kodiak Scallop Dredge,KSH1,GY 165,Standard,7/10/2016 0:00,Provider,850,2,1,1,133,,2,1,TopShell,0.13,15,,0,0,G,A,,,AGP,,,,,2016D06033,3,,,9,,,,11,20,2,tricky,Andy Pollak,1/9/2018 0:00,Why is this not entered as Age 1??,,,,,11
704,2016,D06,Kodiak Scallop Dredge,KSH1,GY 165,Standard,7/10/2016 0:00,Provider,850,1,1,1,132,,2,1,TopShell,0.14,13,,0,0,G,A,,,AGP,,,,,2016D06033,4,,,9,,,,10,20,2,,Andy Pollak,1/9/2018 0:00,Why is this not entered as Age 1??,,,,,10
705,2016,D06,Kodiak Scallop Dredge,KSH1,GY 165,Standard,7/10/2016 0:00,Provider,850,9,1,1,122,,5,1,TopShell,0.1,13,,0,0,G,D,,,AGP,,,,,2016D06033,5,,,9,,,,9,14,2,,Andy Pollak,1/9/2018 0:00,Why is this not entered as Age 1??,,,,,9
706,2016,D06,Kodiak Scallop Dredge,KSH1,GY 165,Standard,7/10/2016 0:00,Provider,850,2,1,1,174,,2,1,TopShell,0.33,24,,0,Q,W,A,,,AGP,,,,,2016D06033,6,,,9,,,,22,16,3,difficult,Andy Pollak,1/9/2018 0:00,Why is this not entered as Age 1??,,,,,22
707,2016,D06,Kodiak Scallop Dredge,KSH1,GY 165,Standard,7/10/2016 0:00,Provider,850,2,1,1,169,,2,1,TopShell,0.15,20,,0,Q,W,A,,,AGP,,,,,2016D06033,7,,,9,,,,22,28,3,faint 2-4years,Andy Pollak,1/9/2018 0:00,Why is this not entered as Age 1??,,,,,22
708,2016,D06,Kodiak Scallop Dredge,KSH1,GY 165,Standard,7/10/2016 0:00,Provider,850,2,1,1,146,,2,1,TopShell,0.21,18,,0,Q,W,A,,,AGP,,,,,2016D06033,8,,,9,,,,16,21,3,,Andy Pollak,1/9/2018 0:00,Why is this not entered as Age 1??,,,,,16
709,2017,D07,Kodiak Scallop Dredge,KNE6,KQ 187,Standard,6/2/2017 0:00,Provider,850,9,1,2,65,,0,,,,,,0,0,,A,,,JDM,,,,,2017D07016,16,2,21,2,,Joe Loboy,1/26/2018 0:00,2,22,9,plus,Carla Milburn,1/24/2018 0:00,,,,,,2
710,2017,D07,Kodiak Scallop Dredge,KNE6,KQ 187,Standard,6/2/2017 0:00,Provider,850,9,1,2,56,,0,,,,,,0,0,,A,,,JDM,,,,,2017D07016,17,2,22,2,,Joe Loboy,1/26/2018 0:00,2,30,9,plus,Carla Milburn,1/24/2018 0:00,,,,,,2
711,2017,D07,Kodiak Scallop Dredge,KNE6,KQ 187,Standard,6/2/2017 0:00,Provider,850,9,1,2,51,,0,,,,,,0,0,,A,,,JDM,,,,,2017D07016,18,1,24,2,,Joe Loboy,1/26/2018 0:00,1,29,9,,Carla Milburn,1/24/2018 0:00,,,,,,1
712,2017,D07,Kodiak Scallop Dredge,KNE6,KQ 187,Standard,6/2/2017 0:00,Provider,850,9,1,2,33,,0,,,,,,0,0,,A,,,JDM,,,,,2017D07016,19,1,20,2,,Joe Loboy,1/26/2018 0:00,1,30,9,,Carla Milburn,1/24/2018 0:00,,,,,,1
713,2017,D07,Kodiak Scallop Dredge,KNE6,KQ 187,Standard,6/2/2017 0:00,Provider,850,9,1,2,28,,0,,,,,,0,0,,A,,,JDM,,,,,2017D07016,20,1,20,2,,Joe Loboy,1/26/2018 0:00,1,21,9,1st?/or 0?,Carla Milburn,1/24/2018 0:00,,,,,,1
714,2017,D07,Kodiak Scallop Dredge,KNE6,KQ 187,Standard,6/2/2017 0:00,Provider,850,,52,,94,,,,,,,,0,0,,B,,,JDM,,,,,2017D07016,21,4,19,3,,Joe Loboy,1/26/2018 0:00,4,15,9,plus'50 % of shell broken/missing,Carla Milburn,1/26/2018 0:00,,,,,,4
715,2017,D07,Kodiak Scallop Dredge,KNE6,KQ 187,Standard,6/2/2017 0:00,Provider,850,,52,,141,,,,,,,,0,0,,F,,,JDM,,,,,2017D07016,22,10,24,4,60% of shell missing,Joe Loboy,1/26/2018 0:00,10,23,9,?,Carla Milburn,1/26/2018 0:00,,,,,,10
716,2017,D07,Kodiak Scallop Dredge,KNE6,KQ 187,Standard,6/2/2017 0:00,Provider,850,,52,,140,,,,,,,,0,0,,B,,,JDM,,,,,2017D07016,23,11,23,3,,Joe Loboy,1/26/2018 0:00,11,25,9,,Carla Milburn,1/26/2018 0:00,,,,,,11
717,2017,D07,Kodiak Scallop Dredge,KNE6,KR 188,Standard,6/2/2017 0:00,Provider,850,2,1,1,141,,3,1,TopShell,0.21,28.79,,0,0,G,A,,,JDM,,,,,2017D07017,1,9,17,3,,Joe Loboy,1/26/2018 0:00,9,19,9,,Carla Milburn,1/11/2018 0:00,,,,,,9
718,2017,D07,Kodiak Scallop Dredge,KNE6,KR 188,Standard,6/2/2017 0:00,Provider,850,2,1,1,155,,4,1,TopShell,0.35,38.21,,Q,0,G,A,,,JDM,,,,,2017D07017,2,12,18,2,,Joe Loboy,1/26/2018 0:00,12,17,9,,Carla Milburn,1/11/2018 0:00,,,,,,12
719,2017,D07,Kodiak Scallop Dredge,KNE6,KR 188,Standard,6/2/2017 0:00,Provider,850,2,1,1,125,,3,1,TopShell,0.15,18.91,,0,0,G,G,,,JDM,,,,,2017D07017,3,6,31,3,,Joe Loboy,1/26/2018 0:00,6,26,9,plus,Carla Milburn,1/11/2018 0:00,,,,,,6
720,2017,D07,Kodiak Scallop Dredge,KNE6,KR 188,Standard,6/2/2017 0:00,Provider,850,2,1,1,148,,4,1,TopShell,0.28,35.14,,0,0,G,G,,,JDM,,,,,2017D07017,4,9,28,3,,Joe Loboy,1/26/2018 0:00,9,24,9,,Carla Milburn,1/11/2018 0:00,,,,,,9
721,2016,D06,Kodiak Scallop Dredge,KSH1,GJ 174,Standard,5/13/2016 0:00,Pandalus,850,1,1,1,165,,4,1,TopShell,0.27,30,,0,Q,G,A,,,MDS,31,14,MDS,,2016D06001,8,14,33,2,plus growth,Joe Loboy,12/19/2017 0:00,14,33,4,maybe doublets? Younger if so,Andy Pollak,12/26/2017 0:00,,,,,,14
722,2016,D06,Kodiak Scallop Dredge,KSH1,GJ 174,Standard,5/13/2016 0:00,Pandalus,850,2,1,1,123,,3,1,TopShell,0.12,13,,0,0,G,A,,,MDS,25,6,MDS,,2016D06001,9,6,22,2,plus growth,Joe Loboy,12/19/2017 0:00,6,16,2,,Andy Pollak,12/26/2017 0:00,,,,,,6
723,2016,D06,Kodiak Scallop Dredge,KSH1,GJ 174,Standard,5/13/2016 0:00,Pandalus,850,1,1,1,181,,4,1,TopShell,0.41,43,,Q,Q,G,A,,,MDS,27,20,MDS,,2016D06001,10,26,26,4,27?,Joe Loboy,12/19/2017 0:00,24,26,5,very difficult,Andy Pollak,12/26/2017 0:00,,,,,,24
724,2016,D06,Kodiak Scallop Dredge,KSH1,GJ 174,Standard,5/13/2016 0:00,Pandalus,850,9,1,2,47,,0,1,TopShell,,,,0,0,,A,,,MDS,23,1,MDS,,2016D06001,11,1,38,2,fast grow,Joe Loboy,12/19/2017 0:00,1,37,2,,Andy Pollak,12/26/2017 0:00,,,,,,1
725,2016,D06,Kodiak Scallop Dredge,KSH1,GJ 174,Standard,5/13/2016 0:00,Pandalus,850,9,1,2,34,,0,1,TopShell,,,,0,0,,A,,,MDS,28,1,MDS,,2016D06001,12,1,28,2,,Joe Loboy,12/19/2017 0:00,1,28,2,,Andy Pollak,12/26/2017 0:00,,,,,,1
726,2016,D06,Kodiak Scallop Dredge,KSH1,GJ 174,Standard,5/13/2016 0:00,Pandalus,850,9,1,2,32,,0,1,TopShell,,,,0,0,,A,,,MDS,27,1,MDS,,2016D06001,13,1,27,2,,Joe Loboy,12/19/2017 0:00,1,27,2,,Andy Pollak,12/26/2017 0:00,,,,,,1
727,2016,D06,Kodiak Scallop Dredge,KSH1,GJ 174,Standard,5/13/2016 0:00,Pandalus,850,,52,,164,,,1,TopShell,,,,Q,0,,A,,,MDS,25,15,MDS,,2016D06001,21,16,24,3,,Joe Loboy,12/19/2017 0:00,15,23,2,,Andy Pollak,12/26/2017 0:00,,,,,,15
728,2016,D06,Kodiak Scallop Dredge,KSH1,GJ 174,Standard,5/13/2016 0:00,Pandalus,850,,52,,163,,,1,TopShell,,,,0,Q,,A,,,MDS,29,12,MDS,,2016D06001,22,13,30,3,,Joe Loboy,12/19/2017 0:00,13,30,2,,Andy Pollak,12/26/2017 0:00,,,,,,13
729,2016,D06,Kodiak Scallop Dredge,KSH1,GJ 174,Standard,5/13/2016 0:00,Pandalus,850,,52,,180,,,1,TopShell,,,,0,0,,A,,,MDS,22,16,MDS,,2016D06001,23,20,21,3,,Joe Loboy,12/19/2017 0:00,19,20,3,20,Andy Pollak,12/26/2017 0:00,,,,,,19
730,2016,D06,Kodiak Scallop Dredge,KSH1,GK 174,Standard,5/13/2016 0:00,Pandalus,850,1,1,1,182,,3,1,TopShell,0.36,37,,0,0,G,A,,,MDS,27,19,MDS,,2016D06002,1,20,27,3,,Joe Loboy,12/19/2017 0:00,20,27,2,,Andy Pollak,12/26/2017 0:00,,,,,,20
731,2016,D06,Kodiak Scallop Dredge,KSH1,GK 174,Standard,5/13/2016 0:00,Pandalus,850,1,1,1,,,1,1,TopShell,0.2,25,,0,Q,G,B,F,,MDS,27,13,MDS,,2016D06002,2,14,28,3,tape job,Joe Loboy,12/19/2017 0:00,13,26,2,,Andy Pollak,12/26/2017 0:00,,,,,,13
732,2016,D06,Kodiak Scallop Dredge,KSH1,GK 174,Standard,5/13/2016 0:00,Pandalus,850,2,1,1,136,,3,1,TopShell,0.15,22,,0,0,G,D,,,MDS,30,5,MDS,,2016D06002,3,7,21,3,6?,Joe Loboy,12/19/2017 0:00,7,14,2,,Andy Pollak,12/26/2017 0:00,,,,,,7
733,2016,D06,Kodiak Scallop Dredge,KSH1,GK 174,Standard,5/13/2016 0:00,Pandalus,850,2,1,1,167,,4,1,TopShell,0.27,31,,0,Q,G,A,,,MDS,28,14,MDS,,2016D06002,4,14,28,2,,Joe Loboy,12/19/2017 0:00,14,21,2,,Andy Pollak,12/26/2017 0:00,,,,,,14
734,2016,D06,Kodiak Scallop Dredge,KSH1,GK 174,Standard,5/13/2016 0:00,Pandalus,850,2,1,1,171,,4,1,TopShell,0.33,35,,0,Q,G,A,,,MDS,20,15,MDS,,2016D06002,5,15,18,3,left. Counting edge as 1,Joe Loboy,12/19/2017 0:00,12,15,3,,Andy Pollak,12/26/2017 0:00,,1,,,,12
735,2016,D06,Kodiak Scallop Dredge,KSH1,GK 174,Standard,5/13/2016 0:00,Pandalus,850,2,1,1,155,,4,1,TopShell,0.27,29,,0,Q,G,D,,,MDS,25,14,MDS,,2016D06002,6,15,25,2,,Joe Loboy,12/19/2017 0:00,13,24,2,,Andy Pollak,12/26/2017 0:00,,,,,,13
736,2016,D06,Kodiak Scallop Dredge,KSH1,GK 174,Standard,5/13/2016 0:00,Pandalus,850,2,1,1,170,,4,1,TopShell,0.33,30,,0,Q,G,A,,,MDS,28,14,MDS,,2016D06002,7,15,28,2,,Joe Loboy,12/19/2017 0:00,14,28,2,,Andy Pollak,12/26/2017 0:00,,,,,,14
737,2016,D06,Kodiak Scallop Dredge,KSH1,GK 174,Standard,5/13/2016 0:00,Pandalus,850,2,1,1,,,4,1,TopShell,0.21,40,,0,0,G,B,C,F,MDS,,,MDS,,2016D06002,8,,,9,missing,Joe Loboy,12/19/2017 0:00,,,9,missing from set,Andy Pollak,12/26/2017 0:00,,,,,,
738,2016,D06,Kodiak Scallop Dredge,KSH1,GK 174,Standard,5/13/2016 0:00,Pandalus,850,1,1,1,151,,4,1,TopShell,0.27,31,,0,Q,G,A,,,MDS,27,14,MDS,,2016D06002,9,14,27,2,maybe 15 on edge,Joe Loboy,12/19/2017 0:00,14,26,2,,Andy Pollak,12/26/2017 0:00,,,,,,14
739,2016,D06,Kodiak Scallop Dredge,KSH1,GK 174,Standard,5/13/2016 0:00,Pandalus,850,2,1,2,90,,3,1,TopShell,,,,0,0,,A,,,MDS,29,3,MDS,,2016D06002,11,3,30,2,,Joe Loboy,12/19/2017 0:00,3,17,9,,Andy Pollak,12/26/2017 0:00,,,,,,3
740,2016,D06,Kodiak Scallop Dredge,KSH1,GK 174,Standard,5/13/2016 0:00,Pandalus,850,9,1,2,66,,0,1,TopShell,,,,0,0,,A,,,MDS,22,2,MDS,,2016D06002,12,2,27,2,,Joe Loboy,12/19/2017 0:00,2,22,2,,Andy Pollak,12/26/2017 0:00,,,,,,2
741,2016,D06,Kodiak Scallop Dredge,KSH1,GK 174,Standard,5/13/2016 0:00,Pandalus,850,9,1,2,65,,0,1,TopShell,,,,0,0,,A,,,MDS,24,2,MDS,,2016D06002,13,2,25,2,,Joe Loboy,12/19/2017 0:00,2,,2,not sure of first,Andy Pollak,12/26/2017 0:00,,,,,,2
742,2016,D06,Kodiak Scallop Dredge,KSH1,GK 174,Standard,5/13/2016 0:00,Pandalus,850,9,1,2,34,,0,1,TopShell,,,,0,0,,A,,,MDS,24,1,MDS,,2016D06002,14,1,32,2,,Joe Loboy,12/19/2017 0:00,1,33,2,,Andy Pollak,12/26/2017 0:00,,,,,,1
743,2016,D06,Kodiak Scallop Dredge,KSH1,GK 174,Standard,5/13/2016 0:00,Pandalus,850,,52,,152,,,1,TopShell,,,,0,Q,,A,,,MDS,28,11,MDS,,2016D06002,21,12,33,2,,Joe Loboy,12/19/2017 0:00,11,32,2,12,Andy Pollak,12/26/2017 0:00,,,,,,11
744,2016,D06,Kodiak Scallop Dredge,KSH1,GK 174,Standard,5/13/2016 0:00,Pandalus,850,,52,,146,,,1,TopShell,,,,0,0,,A,,,MDS,31,10,MDS,,2016D06002,22,11,30,2,,Joe Loboy,12/19/2017 0:00,11,31,2,held by tape!,Andy Pollak,12/26/2017 0:00,,,,,,11
745,2016,D06,Kodiak Scallop Dredge,KSH1,GY 162,Standard,7/10/2016 0:00,Provider,850,9,1,2,95,,0,1,TopShell,,,,0,0,G,D,,,AGP,,,,,2016D06036,13,,,9,,,,4,18,2,,Andy Pollak,1/9/2018 0:00,Why is this not entered as Age 1??,,,,,4
746,2016,D06,Kodiak Scallop Dredge,KSH1,GY 162,Standard,7/10/2016 0:00,Provider,850,1,1,2,97,,2,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06036,14,,,9,,,,4,18,2,,Andy Pollak,1/9/2018 0:00,Why is this not entered as Age 1??,,,,,4
747,2016,D06,Kodiak Scallop Dredge,KSH1,GY 162,Standard,7/10/2016 0:00,Provider,850,9,1,2,96,,2,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06036,15,,,9,,,,4,16,2,,Andy Pollak,1/9/2018 0:00,Why is this not entered as Age 1??,,,,,4
748,2016,D06,Kodiak Scallop Dredge,KSH1,GY 162,Standard,7/10/2016 0:00,Provider,850,9,1,2,67,,0,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06036,16,,,9,,,,2,22,2,3,Andy Pollak,1/9/2018 0:00,Why is this not entered as Age 1??,,,,,2
749,2016,D06,Kodiak Scallop Dredge,KSH1,GY 162,Standard,7/10/2016 0:00,Provider,850,9,1,2,67,,0,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06036,17,,,9,,,,2,22,2,almost 3?,Andy Pollak,1/10/2018 0:00,Why is this not entered as Age 1??,,,,,2
750,2016,D06,Kodiak Scallop Dredge,KSH1,GY 162,Standard,7/10/2016 0:00,Provider,850,9,1,2,48,,0,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06036,18,,,9,,,,1,32,2,2,Andy Pollak,1/10/2018 0:00,Why is this not entered as Age 1??,,,,,1
751,2016,D06,Kodiak Scallop Dredge,KSH1,GY 162,Standard,7/10/2016 0:00,Provider,850,9,1,2,46,,0,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06036,19,,,9,,,,1,32,2,2,Andy Pollak,1/10/2018 0:00,Why is this not entered as Age 1??,,,,,1
752,2016,D06,Kodiak Scallop Dredge,KSH1,GY 162,Standard,7/10/2016 0:00,Provider,850,9,1,2,21,,0,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06036,20,,,9,,,,,,2,not on ageing form,Andy Pollak,,Why is this not entered as Age 1??,,,,,0
753,2016,D06,Kodiak Scallop Dredge,KSH1,GX 163,Standard,7/10/2016 0:00,Provider,850,1,1,1,150,,2,1,TopShell,0.2,25,,0,0,G,A,,,AGP,,,,,2016D06037,1,,,9,,,,10,22,2,,Andy Pollak,1/10/2018 0:00,Why is this not entered as Age 1??,,,,,10
754,2016,D06,Kodiak Scallop Dredge,KSH1,GX 163,Standard,7/10/2016 0:00,Provider,850,2,1,1,164,,2,1,TopShell,0.25,25,,0,0,G,C,,,AGP,,,,,2016D06037,2,,,9,,,,11,24,3,tricky edge,Andy Pollak,1/10/2018 0:00,Why is this not entered as Age 1??,,,,,11
755,2016,D06,Kodiak Scallop Dredge,KSH1,GX 163,Standard,7/10/2016 0:00,Provider,850,2,1,1,148,,2,1,TopShell,0.23,29,4,0,0,G,C,,,AGP,,,,,2016D06037,3,,,9,,,,10,40,2,,Andy Pollak,1/10/2018 0:00,Why is this not entered as Age 1??,,,,,10
756,2016,D06,Kodiak Scallop Dredge,KSH1,GX 163,Standard,7/10/2016 0:00,Provider,850,2,1,1,147,,2,1,TopShell,0.16,24,,0,0,G,B,,,AGP,,,,,2016D06037,4,,,9,,,,12,39,3,,Andy Pollak,1/10/2018 0:00,Why is this not entered as Age 1??,,,,,12
757,2016,D06,Kodiak Scallop Dredge,KSH1,GX 163,Standard,7/10/2016 0:00,Provider,850,9,1,1,135,,2,1,TopShell,0.15,20,,0,0,G,B,,,AGP,,,,,2016D06037,5,,,9,,,,8,15,2,7,Andy Pollak,1/10/2018 0:00,Why is this not entered as Age 1??,,,,,8
758,2016,D06,Kodiak Scallop Dredge,KSH1,GX 163,Standard,7/10/2016 0:00,Provider,850,9,1,1,163,,2,1,TopShell,0.21,28,,0,Q,G,A,,,AGP,,,,,2016D06037,6,,,9,,,,14,29,3,,Andy Pollak,1/10/2018 0:00,Why is this not entered as Age 1??,,,,,14
759,2016,D06,Kodiak Scallop Dredge,KSH1,GX 163,Standard,7/10/2016 0:00,Provider,850,2,1,1,180,,2,1,TopShell,0.31,31,,0,0,W,A,,,AGP,,,,,2016D06037,7,,,9,,,,16,24,2,15,Andy Pollak,1/10/2018 0:00,Why is this not entered as Age 1??,,,,,16
760,2016,D06,Kodiak Scallop Dredge,KSH1,GX 163,Standard,7/10/2016 0:00,Provider,850,1,1,1,103,,2,1,TopShell,0.06,7,,0,0,G,A,,,AGP,,,,,2016D06037,8,,,9,,,,4,16,2,,Andy Pollak,1/10/2018 0:00,Why is this not entered as Age 1??,,,,,4
761,2016,D06,Kodiak Scallop Dredge,KSH1,GX 163,Standard,7/10/2016 0:00,Provider,850,2,1,1,137,,2,1,TopShell,0.17,24,,0,0,G,B,C,,AGP,,,,,2016D06037,9,,,9,,,,10,17,2,,Andy Pollak,1/10/2018 0:00,Why is this not entered as Age 1??,,,,,10
762,2016,D06,Kodiak Scallop Dredge,KSH1,GX 163,Standard,7/10/2016 0:00,Provider,850,1,1,1,143,,2,1,TopShell,0.2,19,,0,0,G,A,,,AGP,,,,,2016D06037,10,,,9,,,,8,26,2,,Andy Pollak,1/10/2018 0:00,Why is this not entered as Age 1??,,,,,8
763,2016,D06,Kodiak Scallop Dredge,KSH1,GX 163,Standard,7/10/2016 0:00,Provider,850,1,1,2,94,,2,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06037,11,,,9,,,,4,19,2,3,Andy Pollak,1/10/2018 0:00,Why is this not entered as Age 1??,,,,,4
764,2016,D06,Kodiak Scallop Dredge,KSH1,GX 163,Standard,7/10/2016 0:00,Provider,850,9,1,2,100,,2,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06037,12,,,9,,,,4,17,2,,Andy Pollak,1/10/2018 0:00,Why is this not entered as Age 1??,,,,,4
765,2016,D06,Kodiak Scallop Dredge,KSH1,GX 163,Standard,7/10/2016 0:00,Provider,850,9,1,2,81,,0,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06037,13,,,9,,,,2,36,2,3,Andy Pollak,1/10/2018 0:00,Why is this not entered as Age 1??,,,,,2
766,2016,D06,Kodiak Scallop Dredge,KSH1,GX 163,Standard,7/10/2016 0:00,Provider,850,9,1,2,71,,0,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06037,14,,,9,,,,2,24,2,,Andy Pollak,1/10/2018 0:00,Why is this not entered as Age 1??,,,,,2
767,2016,D06,Kodiak Scallop Dredge,KSH1,GX 163,Standard,7/10/2016 0:00,Provider,850,9,1,2,70,,0,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06037,15,,,9,,,,2,20,2,3,Andy Pollak,1/10/2018 0:00,Why is this not entered as Age 1??,,,,,2
768,2016,D06,Kodiak Scallop Dredge,KSH1,GX 163,Standard,7/10/2016 0:00,Provider,850,9,1,2,61,,0,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06037,16,,,9,,,,2,18,2,3,Andy Pollak,1/10/2018 0:00,Why is this not entered as Age 1??,,,,,2
769,2016,D06,Kodiak Scallop Dredge,KSH1,GX 163,Standard,7/10/2016 0:00,Provider,850,9,1,2,76,,0,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06037,17,,,9,,,,2,25,2,3,Andy Pollak,1/10/2018 0:00,Why is this not entered as Age 1??,,,,,2
770,2016,D06,Kodiak Scallop Dredge,KSH1,GX 163,Standard,7/10/2016 0:00,Provider,850,9,1,2,67,,0,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06037,18,,,9,,,,2,21,2,3,Andy Pollak,1/10/2018 0:00,Why is this not entered as Age 1??,,,,,2
771,2016,D06,Kodiak Scallop Dredge,KSH1,GX 163,Standard,7/10/2016 0:00,Provider,850,9,1,2,61,,0,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06037,19,,,9,,,,2,17,2,3,Andy Pollak,1/10/2018 0:00,Why is this not entered as Age 1??,,,,,2
772,2016,D06,Kodiak Scallop Dredge,KSH1,GX 163,Standard,7/10/2016 0:00,Provider,850,9,1,2,21,,0,1,TopShell,,,,0,0,G,A,,,AGP,,,,,2016D06037,20,,,9,,,,0,,2,1,Andy Pollak,1/10/2018 0:00,Why is this not entered as Age 1??,,,,,0
773,2016,D06,Kodiak Scallop Dredge,KSH1,GW 162,Standard,7/10/2016 0:00,Provider,850,9,1,1,159,,2,1,TopShell,0.18,17,,0,0,G,A,,,AGP,,,,,2016D06038,1,,,9,,,,9,37,2,,Andy Pollak,1/10/2018 0:00,Why is this not entered as Age 1??,,,,,9
774,2016,D06,Kodiak Scallop Dredge,KSH1,GW 162,Standard,7/10/2016 0:00,Provider,850,1,1,1,117,,2,1,TopShell,0.11,12,,0,Q,G,A,,,AGP,,,,,2016D06038,2,,,9,,,,4,29,1,,Andy Pollak,1/10/2018 0:00,Why is this not entered as Age 1??,,,,,4
775,2016,D06,Kodiak Scallop Dredge,KSH1,GW 162,Standard,7/10/2016 0:00,Provider,850,2,1,1,166,,2,1,TopShell,0.26,33,,0,0,G,A,,,AGP,,,,,2016D06038,3,,,9,,,,9,17,2,,Andy Pollak,1/10/2018 0:00,Why is this not entered as Age 1??,,,,,9
776,2016,D06,Kodiak Scallop Dredge,KSH1,GW 162,Standard,7/10/2016 0:00,Provider,850,2,1,1,171,,2,1,TopShell,0.31,39,,0,Q,G,B,,,AGP,,,,,2016D06038,4,,,9,,,,17,34,2,,Andy Pollak,1/10/2018 0:00,Why is this not entered as Age 1??,,,,,17
777,2016,D06,Kodiak Scallop Dredge,KSH1,GW 162,Standard,7/10/2016 0:00,Provider,850,2,1,1,160,,2,1,TopShell,0.28,34,,0,Q,G,A,,,AGP,,,,,2016D06038,5,,,9,,,,10,31,2,,Andy Pollak,1/10/2018 0:00,Why is this not entered as Age 1??,,,,,10
778,2016,D06,Kodiak Scallop Dredge,KSH1,GW 162,Standard,7/10/2016 0:00,Provider,850,2,1,1,174,,2,1,TopShell,0.28,38,,0,0,G,A,,,AGP,,,,,2016D06038,6,,,9,,,,12,34,2,,Andy Pollak,1/10/2018 0:00,Why is this not entered as Age 1??,,,,,12
779,2016,D06,Kodiak Scallop Dredge,KSH1,GW 162,Standard,7/10/2016 0:00,Provider,850,1,1,1,134,,2,1,TopShell,0.15,21,,0,0,G,B,,,AGP,,,,,2016D06038,7,,,9,,,,5,34,1,,Andy Pollak,1/10/2018 0:00,Why is this not entered as Age 1??,,,,,5
780,2016,D06,Kodiak Scallop Dredge,KSH1,GW 162,Standard,7/10/2016 0:00,Provider,850,1,1,1,155,,2,1,TopShell,0.21,30,,0,0,G,A,,,AGP,,,,,2016D06038,8,,,9,,,,10,32,2,,Andy Pollak,1/10/2018 0:00,Why is this not entered as Age 1??,,,,,10
