sm_shell_id,tow,shell_num,rcode,samp_grp,sex,size,gonad,mud_blister,shell_worm,damage,shell_retained,whole_wt,meat_weight,meat_condition,sampfrac,samptime
8004,19020026,11,74120,2,0,66.00,0,0,0,{0},1,,,0,,2019-10-12 15:15:00
8005,19020026,12,74120,2,0,39.00,0,0,0,{0},1,,,0,,2019-10-12 15:29:31
8006,19020026,13,74120,2,0,38.00,0,0,0,{0},1,,,0,,2019-10-12 15:30:20
8007,19020026,14,74120,2,0,37.00,0,0,0,{0},1,,,0,,2019-10-12 15:31:03
8008,19020026,15,74120,2,0,36.00,0,0,0,{0},1,,,0,,2019-10-12 15:31:39
8009,19020027,1,74120,1,2,121.00,2,0,0,{0},1,203.00000,18.00000,0,,2019-10-12 15:32:20
8010,19020027,2,74120,1,2,113.00,2,0,0,{0},1,156.00000,18.00000,0,,2019-10-12 15:52:30
8011,19020027,3,74120,1,1,115.00,2,0,0,{0},1,163.00000,17.00000,0,,2019-10-12 15:52:51
8012,19020027,4,74120,1,1,111.00,2,0,0,{0},1,155.00000,15.00000,0,,2019-10-12 15:52:57
8013,19020027,5,74120,1,1,164.00,2,0,0,{0},1,441.00000,51.00000,0,,2019-10-12 15:53:04
8014,19020027,6,74120,1,2,169.00,2,0,1,{0},1,601.00000,54.00000,0,,2019-10-12 15:53:13
8015,19020027,7,74120,1,2,178.00,2,1,1,{0},1,554.00000,72.00000,0,,2019-10-12 15:53:20
8016,19020027,8,74120,1,1,165.00,3,1,1,{0},1,543.00000,55.00000,0,,2019-10-12 15:53:27
8017,19020027,9,74120,1,2,166.00,2,1,1,{0},1,617.00000,63.00000,0,,2019-10-12 15:53:35
8018,19020027,10,74120,1,1,165.00,2,1,1,{3},1,464.00000,53.00000,0,,2019-10-12 15:53:43
8019,19020027,11,74120,2,0,69.00,0,0,0,{0},1,,,0,,2019-10-12 16:06:26
8020,19020027,12,74120,2,0,33.00,0,0,0,{0},1,,,0,,2019-10-12 16:07:36
8021,19020027,13,74120,2,0,30.00,0,0,0,{0},1,,,0,,2019-10-12 16:08:08
8022,19020028,1,74120,1,1,186.00,2,0,1,{0},1,675.00000,47.00000,0,,2019-10-12 16:08:44
8023,19020028,2,74120,1,1,187.00,3,1,1,{0},1,649.00000,60.00000,0,,2019-10-12 16:38:01
8024,19020028,3,74120,1,1,176.00,3,0,1,{0},1,601.00000,51.00000,0,,2019-10-12 16:38:21
8025,19020028,4,74120,1,1,182.00,2,1,1,{1},1,674.00000,49.00000,1,,2019-10-12 16:38:29
8026,19020028,5,74120,1,1,160.00,2,1,1,{1},1,480.00000,45.00000,0,,2019-10-12 16:38:36
8027,19020028,6,74120,1,2,175.00,2,1,1,{3},1,658.00000,44.00000,1,,2019-10-12 16:38:44
8028,19020028,7,74120,1,2,185.00,2,0,1,{0},1,685.00000,72.00000,0,,2019-10-12 16:39:01
8029,19020028,8,74120,1,1,117.00,2,0,0,{0},1,172.00000,18.00000,0,,2019-10-12 16:39:08
8030,19020028,9,74120,1,2,107.00,2,0,0,{0},1,140.00000,12.00000,0,,2019-10-12 16:39:15
8031,19020028,10,74120,1,1,113.00,2,0,0,{0},1,150.00000,13.00000,0,,2019-10-12 16:39:22
8032,19020028,11,74120,2,0,76.00,0,0,0,{0},1,,,0,,2019-10-12 16:53:52
8033,19020028,12,74120,2,0,37.00,0,0,0,{0},1,,,0,,2019-10-12 16:59:34
8034,19020028,13,74120,2,0,38.00,0,0,0,{0},1,,,0,,2019-10-12 17:00:10
8035,19020028,14,74120,2,0,34.00,0,0,0,{0},1,,,0,,2019-10-12 17:01:00
8036,19020028,15,74120,2,0,27.00,0,0,0,{0},1,,,0,,2019-10-12 17:01:14
8037,19020028,16,74120,2,0,35.00,0,0,0,{0},1,,,0,,2019-10-12 17:01:45
8038,19020028,17,74120,2,0,39.00,0,0,0,{0},1,,,0,,2019-10-12 17:02:14
8039,19020028,18,74120,2,0,34.00,0,0,0,{0},1,,,0,,2019-10-12 17:02:44
8040,19020028,19,74120,2,0,35.00,0,0,0,{0},1,,,0,,2019-10-12 17:03:26
8041,19020028,20,74120,2,0,35.00,0,0,0,{0},1,,,0,,2019-10-12 17:03:59
8042,19020029,1,74120,1,2,169.00,2,0,1,{5},1,485.00000,45.00000,1,,2019-10-12 17:17:06
8043,19020029,2,74120,1,1,184.00,2,0,1,{0},1,643.00000,69.00000,0,,2019-10-12 17:17:36
8044,19020029,3,74120,1,1,164.00,2,0,1,{3},1,423.00000,29.00000,0,,2019-10-12 17:17:45
8045,19020029,4,74120,1,1,174.00,2,0,1,{1},1,686.00000,50.00000,1,,2019-10-12 17:17:58
8046,19020029,5,74120,1,1,177.00,2,0,1,{1},1,587.00000,54.00000,1,,2019-10-12 17:18:07
8047,19020029,6,74120,1,1,166.00,2,1,1,{1},1,533.00000,32.00000,0,,2019-10-12 17:18:17
8048,19020029,7,74120,1,1,169.00,3,0,1,{0},1,497.00000,54.00000,0,,2019-10-12 17:18:28
8049,19020029,8,74120,1,1,173.00,2,2,1,{0},1,673.00000,31.00000,1,,2019-10-12 17:18:36
8050,19020029,9,74120,1,2,169.00,2,1,1,{6},1,576.00000,54.00000,0,,2019-10-12 17:18:47
8051,19020029,10,74120,1,1,107.00,2,0,0,{0},1,115.00000,13.00000,0,,2019-10-12 17:19:00
8052,19020029,11,74120,2,0,37.00,0,0,0,{0},1,,,0,,2019-10-12 17:39:50
8053,19020029,12,74120,2,0,40.00,0,0,0,{0},1,,,0,,2019-10-12 17:49:36
8054,19020029,13,74120,2,0,35.00,0,0,0,{0},1,,,0,,2019-10-12 17:50:06
8055,19020029,14,74120,2,0,37.00,0,0,0,{0},1,,,0,,2019-10-12 17:51:06
8056,19020029,15,74120,2,0,36.00,0,0,0,{0},1,,,0,,2019-10-12 17:52:02
8057,19020029,16,74120,2,0,32.00,0,0,0,{0},1,,,0,,2019-10-12 17:52:46
8058,19020029,17,74120,2,0,33.00,0,0,0,{0},1,,,0,,2019-10-12 17:53:27
8059,19020029,18,74120,2,0,33.00,0,0,0,{0},1,,,0,,2019-10-12 17:54:05
8060,19020029,19,74120,2,0,37.00,0,0,0,{0},1,,,0,,2019-10-12 17:55:42
8061,19020029,20,74120,2,0,34.00,0,0,0,{0},1,,,0,,2019-10-12 17:55:56
